transaction_id,customer_id,merchant_id,transaction_amount,transaction_currency,transaction_date,payment_method,product_category,product_name,status,region,timestamp,ip_address,device_type
TXN-1020495,462589,MERCH-869634,24162.17,USD,2026-06-12,Wallet,Sports,Football,Pending,US-West,2026-06-12 11:23:33,99.15.90.221,Tablet
TXN-1020496,167572,MERCH-001112,14768.92,EUR,2026-04-25,Cash,Sports,Football,Completed,Latin America,2026-04-25 10:18:48,199.113.139.69,Mobile
TXN-1020497,222003,MERCH-439499,48660.24,GBP,2026-07-28,Bank Transfer,Books,ML Handbook,Completed,Europe,2026-07-28 02:03:55,,Desktop
TXN-1020498,479194,MERCH-504653,47824.09,AUD,2026-06-23,Bank Transfer,Electronics,Bluetooth Speaker,Pending,Latin America,2026-06-23 09:27:43,189.111.70.241,Mobile
TXN-1020499,695705,MERCH-011265,1572.98,AUD,2026-06-04,Debit Card,Food,Protein Bars,Completed,US-East,2026-06-04 08:29:05,232.10.30.68,Tablet
TXN-1020500,153754,MERCH-281072,13539.97,INR,2026-06-03,Credit Card,Sports,Football,Failed,US-West,2026-06-03 22:32:49,230.137.246.221,Tablet
TXN-1020501,874521,MERCH-364658,42527.4,AUD,2026-07-16,Wallet,Electronics,Gaming Mouse,Pending,Europe,2026-07-16 09:05:10,23.162.8.223,Mobile
TXN-1020502,969850,MERCH-749934,-335.09,AUD,2026-03-03,Cash,Books,ML Handbook,Refunded,Asia-Pacific,2026-03-03 18:08:25,191.141.117.130,Mobile
TXN-1020503,530553,MERCH-757413,19726.4,GBP,2026-08-09,Wallet,Sports,Football,Pending,India,2026-08-09 00:03:29,4.250.235.76,Desktop
TXN-1020504,25072,MERCH-241184,32637.71,USD,2026-04-17,Credit Card,Clothing,Running Shoes,Pending,Asia-Pacific,2026-04-17 10:00:14,150.163.23.71,Desktop
TXN-1020505,705391,MERCH-210355,38230.75,INR,2026-07-01,Bank Transfer,Books,ML Handbook,Completed,Asia-Pacific,2026-07-01 00:00:41,210.194.68.90,Desktop
TXN-1020506,903814,MERCH-838787,35523.62,AUD,2026-02-20,Debit Card,Home,Desk Lamp,Failed,Asia-Pacific,2026-02-20 04:57:49,73.135.196.195,Mobile
TXN-1020507,420354,MERCH-138328,18795.9,CAD,2026-04-11,Wallet,Home,Desk Lamp,Failed,India,2026-04-11 21:44:46,65.101.142.237,Desktop
TXN-1020508,858775,MERCH-484360,44216.8,GBP,2026-05-29,Credit Card,Electronics,Wireless Headphones,Pending,US-West,2026-05-29 16:58:58,153.207.30.136,Desktop
TXN-1020509,413690,MERCH-757440,32075.4,GBP,2026-08-18,Credit Card,Home,Coffee Maker,Completed,US-West,2026-08-18 00:01:51,214.119.1.141,Mobile
TXN-1000000,858695,MERCH-185078,25004.97,CAD,2026-04-01,Wallet,Clothing,Running Shoes,Pending,Europe,2026-04-01 09:36:08,77.98.69.85,Tablet
TXN-1020511,61348,MERCH-105656,1619.55,INR,2026-03-10,Bank Transfer,Clothing,Running Shoes,Failed,Asia-Pacific,2026-03-10 08:33:14,1.86.77.204,Tablet
TXN-1020512,738492,MERCH-463125,-1153.44,AUD,2026-06-26,Wallet,Sports,Yoga Mat,Refunded,India,2026-06-26 11:26:31,231.31.170.159,Mobile
TXN-1020513,795495,MERCH-189364,34377.04,EUR,2026-07-04,Wallet,Home,Coffee Maker,Completed,Europe,2026-07-04 20:45:24,159.114.38.71,Desktop
TXN-1020514,343722,MERCH-344063,-3025.22,INR,2026-06-22,Credit Card,Home,Coffee Maker,Refunded,India,2026-06-22 21:23:35,62.193.237.141,Tablet
TXN-1020515,372201,MERCH-550471,45886.01,INR,2026-07-20,Credit Card,Home,Desk Lamp,Failed,US-East,2026-07-20 02:01:44,148.131.20.163,Tablet
TXN-1020516,62362,MERCH-890923,30591.07,CAD,2026-05-27,Wallet,Clothing,Winter Jacket,Pending,Europe,2026-05-27 06:37:13,53.171.52.17,Tablet
TXN-1020517,252735,MERCH-213270,23324.16,USD,2026-06-16,Credit Card,Food,Olive Oil,Failed,Asia-Pacific,2026-06-16 07:29:56,164.167.106.91,Desktop
TXN-1020518,575952,MERCH-559017,4974.55,USD,2026-08-17,Cash,Home,Desk Lamp,Completed,Latin America,2026-08-17 15:48:43,177.173.216.252,Mobile
TXN-1020519,313483,MERCH-155319,42840.63,USD,2026-06-16,Credit Card,Home,Desk Lamp,Completed,US-West,2026-06-16 08:59:01,112.105.225.67,Tablet
TXN-1020520,342881,MERCH-700767,6724.31,EUR,2026-06-15,Wallet,Food,Olive Oil,Pending,US-West,2026-06-15 00:00:38,160.202.86.155,Desktop
TXN-1020521,391516,MERCH-401095,10815.86,CAD,2026-07-24,Credit Card,Sports,Football,Completed,India,2026-07-24 08:41:24,196.11.153.159,Desktop
TXN-1020522,369627,MERCH-304641,44902.3,AUD,2026-07-24,Cash,Food,Olive Oil,Completed,Latin America,2026-07-24 02:17:48,213.211.84.205,Desktop
TXN-1020523,908125,MERCH-896119,18992.1,AUD,2026-02-23,Bank Transfer,Books,ML Handbook,Completed,US-West,2026-02-23 17:47:48,41.94.167.239,Tablet
TXN-1020524,268049,MERCH-099239,-1670.29,INR,2026-05-20,Wallet,Books,Python Programming,Refunded,Latin America,2026-05-20 02:09:59,76.156.86.62,Tablet
TXN-1020525,291056,MERCH-962145,4856.92,GBP,2026-07-22,Bank Transfer,Electronics,Bluetooth Speaker,Failed,Latin America,2026-07-22 18:47:20,155.205.147.134,Mobile
TXN-1020526,271645,MERCH-761984,25212.86,EUR,2026-06-05,,Electronics,Gaming Mouse,Failed,Latin America,2026-06-05 06:10:49,86.232.95.140,Tablet
TXN-1020527,973355,MERCH-223270,6647.01,CAD,2026-06-21,Credit Card,Beauty,Skin Cleanser,Pending,India,2026-06-21 16:29:21,76.182.142.40,Mobile
TXN-1020528,358430,MERCH-964579,33279.63,INR,2026-06-23,Bank Transfer,Home,Coffee Maker,Completed,Europe,2026-06-23 19:43:01,120.235.92.163,Tablet
TXN-1020529,939866,MERCH-197725,-4506.15,GBP,2026-07-22,Debit Card,Sports,Yoga Mat,Refunded,India,2026-07-22 16:06:46,233.111.246.12,Tablet
TXN-1020530,542259,MERCH-265086,22924.21,CAD,2026-06-04,Bank Transfer,Sports,Football,Pending,US-West,2026-06-04 22:41:06,160.30.5.96,Tablet
TXN-1020531,97809,MERCH-835176,40050.15,EUR,2026-06-24,Debit Card,Food,Protein Bars,Completed,US-West,2026-06-24 21:03:08,170.42.118.218,Mobile
TXN-1020532,435038,MERCH-339081,2748.85,EUR,2026-07-31,Credit Card,Food,Protein Bars,Completed,Latin America,2026-07-31 19:12:22,20.108.12.141,Mobile
TXN-1020533,720880,MERCH-358773,44095.94,EUR,2026-03-23,Wallet,Electronics,Wireless Headphones,Completed,US-West,2026-03-23 03:19:41,142.126.138.245,Desktop
TXN-1020534,117426,MERCH-447057,19418.18,CAD,2026-05-01,Credit Card,Beauty,Face Serum,Failed,Asia-Pacific,2026-05-01 05:22:49,219.182.170.127,Desktop
TXN-1020535,,MERCH-705216,668212.0,AUD,2026-05-05,Bank Transfer,Books,Python Programming,Completed,Latin America,2026-05-05 00:34:41,198.245.214.22,Desktop
TXN-1020536,383305,MERCH-120019,33977.74,AUD,2026-07-31,Credit Card,Electronics,Wireless Headphones,Pending,US-East,2026-07-31 00:22:19,249.97.126.71,Tablet
TXN-1020537,24598,MERCH-122387,41612.66,CAD,2026-04-27,Bank Transfer,Electronics,Gaming Mouse,Pending,Europe,2026-04-27 16:45:12,174.103.86.180,Tablet
TXN-1020538,32740,MERCH-184270,38034.21,INR,2026-04-09,Credit Card,Electronics,Wireless Headphones,Completed,Europe,2026-04-09 16:25:01,190.158.1.111,Mobile
TXN-1020539,418646,MERCH-915278,34716.5,CAD,2026-05-27,Bank Transfer,Electronics,Wireless Headphones,Processed,Europe,2026-05-27 19:40:39,220.67.92.189,Desktop
TXN-1020540,372504,MERCH-701444,10891.35,AUD,2026-05-12,Debit Card,Beauty,Face Serum,Failed,Europe,2026-05-12 23:52:59,68.189.52.43,Tablet
TXN-1020541,216275,MERCH-736217,2917.82,USD,2026-04-12,Bank Transfer,Home,Coffee Maker,Completed,Asia-Pacific,2026-04-12 14:17:11,228.238.11.247,Mobile
TXN-1020542,775861,MERCH-566869,-2996.77,EUR,2026-05-17,Wallet,Sports,Football,Refunded,Europe,2026-05-17 13:41:19,2.175.244.29,Desktop
TXN-1020543,199396,MERCH-746633,11422.03,INR,2026-07-13,Debit Card,Home,Coffee Maker,Pending,India,2026-07-13 07:48:45,189.96.127.144,Mobile
TXN-1020544,869942,MERCH-171000,5413.05,USD,2026-06-20,Wallet,Clothing,Winter Jacket,Failed,Asia-Pacific,2026-06-20 10:57:05,246.225.240.144,Desktop
TXN-1020545,488674,MERCH-222234,35603.56,EUR,2026-05-19,Wallet,Electronics,Gaming Mouse,Pending,US-West,2026-05-19 00:46:11,67.8.123.228,Desktop
TXN-1020546,223281,MERCH-238733,-4564.28,EUR,2026-08-19,Wallet,Books,Python Programming,Refunded,Asia-Pacific,2026-08-19 22:31:51,234.26.188.250,Tablet
TXN-1020547,388760,MERCH-182142,29335.82,INR,2026-03-27,Wallet,Sports,Yoga Mat,Failed,US-East,2026-03-27 09:16:11,170.153.169.158,Mobile
TXN-1020548,797019,MERCH-620140,15075.56,INR,2026-05-28,Debit Card,Electronics,Bluetooth Speaker,Completed,Europe,2026-05-28 07:38:40,87.93.170.45,Desktop
TXN-1020549,218024,MERCH-464582,37180.82,GBP,2026-08-08,Cash,Sports,Yoga Mat,Pending,Europe,2026-08-08 13:39:59,171.51.41.46,Tablet
TXN-1020550,254822,MERCH-928808,10761.38,CAD,2026-07-12,Wallet,Books,Python Programming,Pending,US-East,2026-07-12 01:50:24,195.167.179.65,Desktop
TXN-1020551,600735,MERCH-708512,19418.64,AUD,2026-04-19,Debit Card,Clothing,Running Shoes,Pending,India,2026-04-19 20:55:09,74.123.247.214,Desktop
TXN-1020552,774717,MERCH-423393,-432.39,INR,2026-04-15,Bank Transfer,Beauty,Skin Cleanser,Refunded,US-West,2026-04-15 22:53:34,196.119.241.150,Mobile
TXN-1020553,441445,MERCH-125962,30409.85,INR,2026-06-29,Wallet,Food,Protein Bars,Completed,Latin America,2026-06-29 17:12:11,157.15.206.243,Tablet
TXN-1020554,830972,MERCH-431828,3843.93,EUR,2026-08-15,Bank Transfer,Electronics,Gaming Mouse,Completed,US-East,2026-08-15 06:27:40,141.248.185.218,Tablet
TXN-1020555,552060,MERCH-269498,42318.79,EUR,,Cash,Food,Protein Bars,Failed,,2026-02-23 00:53:07,137.95.97.186,Desktop
TXN-1020556,361171,MERCH-156519,17544.16,INR,2026-03-18,Wallet,Books,Python Programming,Failed,Europe,2026-03-18 18:03:09,71.120.187.82,Desktop
TXN-1020557,549000,MERCH-258043,16029.09,EUR,2026-08-16,Credit Card,Clothing,Winter Jacket,Failed,Latin America,2026-08-16 12:31:12,77.120.213.217,Tablet
TXN-1020558,124195,MERCH-014129,2131.66,AUD,2026-04-29,Credit Card,Home,Desk Lamp,Completed,US-East,2026-04-29 18:51:52,154.135.31.12,Tablet
TXN-1020559,683088,MERCH-388447,-1694.34,USD,2026-04-26,Cash,Beauty,Skin Cleanser,Refunded,US-West,2026-04-26 03:26:53,44.119.127.249,Mobile
TXN-1020560,752541,MERCH-977470,25315.29,GBP,2026-13-15,Cash,Books,ML Handbook,Completed,Asia-Pacific,2026-07-01 04:55:54,81.60.32.127,Mobile
TXN-1020561,89544,MERCH-861386,4546.99,AUD,2026-08-10,Credit Card,Books,ML Handbook,Failed,Europe,2026-08-10 16:34:29,55.114.60.71,Tablet
TXN-1020562,783124,MERCH-538151,-1062.51,EUR,2026-05-20,Debit Card,Home,Desk Lamp,,Europe,2026-05-20 17:08:18,93.112.52.61,Tablet
TXN-1020563,176989,MERCH-252789,-2565.13,EUR,2026-03-10,Bank Transfer,Electronics,Wireless Headphones,Refunded,Asia-Pacific,2026-03-10 07:18:06,113.239.122.159,Mobile
TXN-1020564,962455,,-2224.46,CAD,2026-07-25,Cash,Books,ML Handbook,Refunded,Asia-Pacific,2026-07-25 17:35:03,95.60.151.113,Tablet
TXN-1020565,956714,MERCH-164955,-4828.6,INR,2026-04-20,Credit Card,Food,,Refunded,Asia-Pacific,2026-04-20 07:06:47,168.213.180.51,Tablet
TXN-1020566,116587,MERCH-343566,46282.08,GBP,2026-07-18,Wallet,Clothing,Winter Jacket,Completed,US-West,2026-07-18 06:10:45,214.115.148.156,Mobile
TXN-1020567,978235,MERCH-878214,-4700.66,USD,2026-03-15,Debit Card,Electronics,Bluetooth Speaker,Refunded,Latin America,2026-03-15 17:36:44,99.30.99.107,Mobile
TXN-1020568,431082,MERCH-491892,-1452.36,INR,2026-02-28,Credit Card,Clothing,Running Shoes,Refunded,Asia-Pacific,2026-02-28 21:24:09,100.26.163.90,Mobile
TXN-1020569,222930,MERCH-931575,-2570.89,CAD,2026-04-20,Bank Transfer,Electronics,Gaming Mouse,Refunded,Asia-Pacific,2026-04-20 13:43:17,230.236.85.107,Desktop
TXN-1020570,156569,MERCH-241910,46347.99,CAD,2026-05-19,Credit Card,Beauty,Face Serum,Pending,India,2026-05-19 05:24:48,164.48.83.120,Desktop
TXN-1020571,324049,MERCH-513544,28402.22,INR,2026-07-15,Debit Card,Electronics,Bluetooth Speaker,Completed,India,2026-07-15 23:54:38,112.219.244.159,Tablet
TXN-1020572,859938,MERCH-430542,30039.83,CAD,2026-03-02,Credit Card,Home,Desk Lamp,Completed,Latin America,2026-03-02 11:24:43,48.246.2.239,Mobile
TXN-1020573,665258,MERCH-390412,25078.45,CAD,2026-05-08,Debit Card,Books,Python Programming,Failed,India,2026-05-08 22:15:01,76.29.217.234,Mobile
TXN-1020574,169838,MERCH-872828,49604.43,INR,2026-06-01,Credit Card,Home,Desk Lamp,Pending,Latin America,2026-06-01 22:13:03,65.32.54.174,Tablet
TXN-1020575,217584,MERCH-672169,-1136.37,USD,2026-05-12,Wallet,Beauty,Face Serum,Refunded,US-West,2026-05-12 02:30:11,241.146.170.35,Mobile
TXN-1020576,80548,MERCH-739856,-2966.26,GBP,2026-08-09,Wallet,Food,Olive Oil,Refunded,Europe,2026-08-09 08:50:33,223.210.154.153,Tablet
TXN-1020577,329473,MERCH-918527,31810.34,GBP,2026-07-29,Credit Card,Sports,Football,Completed,Europe,2026-07-29 22:29:55,18.182.240.94,Mobile
TXN-1020578,881745,MERCH-592328,-1452.48,AUD,2026-07-31,Bank Transfer,Books,Python Programming,Refunded,Asia-Pacific,2026-07-31 13:52:39,87.148.163.4,Mobile
TXN-1020579,154114,MERCH-665791,3723.83,USD,2026-05-23,Credit Card,Home,Desk Lamp,Failed,Europe,2026-05-23 20:24:22,214.56.156.51,Tablet
TXN-1020580,720139,MERCH-016644,36888.29,INR,2026-06-11,Debit Card,Home,Desk Lamp,Completed,Latin America,2026-06-11 05:37:21,218.228.85.247,Tablet
TXN-1020581,597946,MERCH-864996,35831.37,AUD,2026-07-30,Wallet,Books,Python Programming,Pending,Latin America,2026-07-30 22:59:33,42.41.6.129,Desktop
TXN-1020582,501253,MERCH-335278,40219.38,USD,2026-03-31,Debit Card,Electronics,Gaming Mouse,Failed,US-East,2026-03-31 04:21:16,13.77.70.36,Mobile
TXN-1020583,36138,MERCH-942694,-1516.13,GBP,2026-04-01,Bank Transfer,Food,Olive Oil,Refunded,India,2026-04-01 23:17:49,43.186.175.123,Desktop
TXN-1020584,716945,MERCH-809872,25212.71,AUD,2026-07-24,Credit Card,Electronics,Bluetooth Speaker,Failed,India,2026-07-24 18:19:11,,Mobile
TXN-1020585,31975,MERCH-923116,8026.55,EUR,2026-02-25,Debit Card,Sports,Yoga Mat,Failed,India,2026-02-25 15:28:51,154.44.181.123,Mobile
TXN-1020586,986459,MERCH-379558,4893.27,USD,2026-08-16,Credit Card,Books,ML Handbook,Failed,India,2026-08-16 17:28:35,166.233.90.67,Mobile
TXN-1020587,249254,MERCH-962885,-4330.22,AUD,2026-05-10,Bank Transfer,Books,ML Handbook,Refunded,US-East,2026-05-10 08:00:58,59.9.10.135,Desktop
TXN-1020588,170006,MERCH-634984,18500.62,AUD,2026-06-17,Wallet,Sports,Yoga Mat,Failed,Europe,2026-06-17 16:22:29,28.175.26.114,Mobile
TXN-1020589,401015,MERCH-913320,-3232.64,INR,2026-03-19,Cash,Electronics,Gaming Mouse,Refunded,India,2026-03-19 13:13:35,91.148.20.186,Mobile
TXN-1020590,238784,MERCH-918298,22419.14,EUR,2026-02-28,Cash,Beauty,Face Serum,Pending,US-East,2026-02-28 01:14:53,89.187.82.161,Tablet
TXN-1020591,217679,MERCH-743793,36466.57,XXX,2026-07-29,Cash,Sports,Football,Completed,Latin America,2026-07-29 20:20:28,5.182.116.222,Mobile
TXN-1020592,270336,MERCH-378151,2228.32,INR,2026-06-02,Wallet,Clothing,Running Shoes,Completed,US-West,2026-06-02 11:11:26,100.196.48.129,Tablet
TXN-1020593,469155,MERCH-293886,15833.37,INR,2026-02-26,Debit Card,Beauty,Face Serum,Completed,Europe,2026-02-26 07:17:29,159.109.11.31,Tablet
TXN-1020594,108420,MERCH-745469,-3378.67,INR,2026-05-17,Wallet,Clothing,Winter Jacket,Refunded,US-West,2026-05-17 19:27:57,152.194.178.174,Mobile
TXN-1020595,68875,MERCH-057075,33201.81,EUR,2026-03-01,Wallet,Food,Olive Oil,Pending,Asia-Pacific,2026-03-01 18:20:44,171.157.229.85,Mobile
TXN-1020596,873267,MERCH-499449,3419.92,USD,2026-02-26,Debit Card,Beauty,Skin Cleanser,Completed,Asia-Pacific,2026-02-26 00:19:25,89.80.143.47,Mobile
TXN-1020597,730093,BADMERCHANT,548.8,GBP,2026-07-17,Wallet,Electronics,Bluetooth Speaker,Completed,Latin America,2026-07-17 17:38:34,47.157.95.195,Tablet
TXN-1020598,766206,MERCH-966418,17342.57,AUD,2026-05-26,Wallet,Beauty,Face Serum,Pending,US-West,2026-05-26 22:41:23,140.166.247.80,Tablet
TXN-1020599,426449,MERCH-944049,5604.82,GBP,2026-07-17,Wallet,Sports,Yoga Mat,Pending,Asia-Pacific,2026-07-17 05:48:34,254.138.27.57,Mobile
,958299,MERCH-644612,2399.97,CAD,2026-07-31,Bank Transfer,Electronics,Bluetooth Speaker,Completed,Europe,2026-07-31 06:57:45,24.162.82.222,Desktop
TXN-1020601,105602,MERCH-969483,8519.37,USD,2026-03-30,Debit Card,Books,Python Programming,Completed,US-East,2026-03-30 18:38:55,229.124.240.87,Tablet
TXN-1020602,780686,MERCH-563004,47306.14,GBP,2026-05-10,Cash,Clothing,Winter Jacket,Pending,Asia-Pacific,2026-05-10 09:17:28,85.180.90.190,Desktop
TXN-1020603,368661,MERCH-229942,20409.45,GBP,2026-05-30,Wallet,Beauty,Face Serum,Completed,India,2026-05-30 13:48:40,164.208.160.59,Tablet
TXN-1020604,849526,MERCH-858413,28756.96,,2026-04-12,Cash,Sports,Yoga Mat,Failed,US-West,2026-04-12 15:34:28,173.21.70.64,Mobile
TXN-1020605,479055,MERCH-088915,4903.9,USD,2026-02-24,Debit Card,Home,Coffee Maker,Failed,Asia-Pacific,2026-02-24 23:41:47,152.63.100.241,Tablet
TXN-1020606,646579,MERCH-738995,42069.25,AUD,2026-03-30,Debit Card,Clothing,Running Shoes,Completed,Europe,2026-03-30 05:20:27,3.145.45.198,Desktop
TXN-1020607,885013,MERCH-107004,41398.91,CAD,2026-04-30,Debit Card,Electronics,Gaming Mouse,Pending,Latin America,2026-04-30 20:05:48,110.175.149.127,Desktop
TXN-1020608,337981,MERCH-394969,9932.04,CAD,2026-04-04,Debit Card,Home,Desk Lamp,Completed,Asia-Pacific,2026-04-04 07:38:45,66.73.149.33,Mobile
TXN-1020609,923442,MERCH-367460,-4859.62,GBP,2026-07-09,Wallet,Clothing,Winter Jacket,Refunded,Europe,2026-07-09 03:35:40,119.230.39.244,Desktop
TXN-1020610,945259,MERCH-913471,4055.79,INR,2026-03-17,Debit Card,Sports,Yoga Mat,Pending,Europe,2026-03-17 20:11:52,153.163.3.252,Desktop
TXN-1020611,56383,MERCH-879500,48766.88,INR,2026-03-14,Wallet,Electronics,Gaming Mouse,Completed,Europe,2026-03-14 08:52:53,151.187.128.191,Tablet
TXN-1020612,803399,MERCH-516086,11707.47,CAD,2026-07-18,Credit Card,Sports,Yoga Mat,Pending,Latin America,2026-07-18 07:52:37,135.2.65.46,Mobile
TXN-1020613,99689,MERCH-313365,17625.55,GBP,2026-04-12,Wallet,Food,Olive Oil,Pending,Latin America,2026-04-12 09:53:56,204.118.248.219,Mobile
TXN-1020614,313798,MERCH-650111,41656.35,USD,2026-02-20,Credit Card,Beauty,Skin Cleanser,,India,2026-02-20 17:36:06,183.34.169.40,Desktop
TXN-1020615,927397,MERCH-924247,4225.44,AUD,2026-07-04,Credit Card,Clothing,Running Shoes,Pending,India,2026-07-04 03:27:53,94.200.18.88,Mobile
TXN-1020616,461874,MERCH-676675,23264.59,EUR,2026-06-04,Cash,Sports,Football,Failed,Asia-Pacific,2026-06-04 04:20:07,205.191.32.138,Mobile
TXN-1020617,254706,MERCH-137041,38925.49,CAD,2026-06-27,Debit Card,Home,Desk Lamp,Completed,US-East,2026-06-27 07:42:41,192.201.222.29,Tablet
TXN-1020618,252184,MERCH-866387,-3866.69,CAD,2026-04-06,Wallet,Home,Desk Lamp,Refunded,India,2026-04-06 15:53:40,136.128.234.150,Mobile
TXN-1020619,393064,MERCH-156513,18810.06,CAD,2026-03-29,Bank Transfer,Food,Olive Oil,Failed,US-West,2026-03-29 11:15:19,228.75.98.107,Tablet
TXN-1020620,551128,MERCH-998715,30181.58,CAD,2026-05-29,Wallet,Home,Coffee Maker,Pending,Europe,2026-05-29 15:04:08,97.88.15.138,Tablet
TXN-1020621,157037,MERCH-130029,35740.28,INR,2026-04-20,Credit Card,Sports,Yoga Mat,Pending,Latin America,2026-04-20 04:47:40,33.168.209.90,Tablet
TXN-1020622,122217,MERCH-988296,19185.47,EUR,2026-03-05,,Beauty,Skin Cleanser,Failed,India,2026-03-05 03:44:21,184.85.169.125,Tablet
TXN-1020623,922952,MERCH-253645,49252.82,USD,2026-06-12,Credit Card,Food,Olive Oil,Completed,Latin America,2026-06-12 07:24:32,50.130.21.153,Tablet
TXN-1020624,551732,MERCH-093663,42677.38,CAD,2026-04-11,Wallet,Food,Protein Bars,Failed,US-East,2026-04-11 10:28:11,184.221.25.92,Mobile
TXN-1020625,735429,MERCH-026880,8014.86,AUD,2026-07-17,Bank Transfer,Clothing,Winter Jacket,Failed,US-East,2026-07-17 00:46:24,24.185.111.64,Mobile
TXN-1020626,468573,MERCH-371495,-1720.61,GBP,2026-08-16,Cash,Books,Python Programming,Refunded,Latin America,2026-08-16 08:39:43,120.154.227.37,Mobile
TXN-1020627,429163,MERCH-897420,-1590.77,AUD,2026-06-25,Debit Card,Beauty,Face Serum,Refunded,India,2026-06-25 12:38:02,79.63.98.175,Tablet
TXN-1020628,99317,MERCH-311435,-3333.91,EUR,2026-08-18,Cash,Books,ML Handbook,Refunded,Asia-Pacific,2026-08-18 17:53:24,144.42.108.169,Desktop
TXN-1020629,75711,MERCH-569449,-3398.47,AUD,2026-07-14,Bank Transfer,Beauty,Face Serum,Refunded,Europe,2026-07-14 12:52:01,149.83.72.245,Desktop
TXN-1020630,662495,MERCH-916273,45355.73,USD,2026-05-14,Credit Card,Clothing,Winter Jacket,Pending,India,2026-05-14 21:06:10,134.48.60.15,Desktop
TXN-1020631,311338,MERCH-933876,10254.99,EUR,2026-04-09,Credit Card,Books,ML Handbook,Pending,Latin America,2026-04-09 23:38:00,200.78.6.236,Tablet
TXN-1020632,147717,MERCH-371074,,GBP,2026-02-27,Bank Transfer,Beauty,Skin Cleanser,Completed,US-West,,45.136.184.175,Tablet
TXN-1020633,691069,MERCH-255632,18019.53,GBP,2026-05-13,Wallet,Sports,Football,Completed,India,2026-05-13 12:32:13,82.30.63.107,Tablet
TXN-1020634,37925,MERCH-594071,21736.26,EUR,2026-07-10,Debit Card,Beauty,Face Serum,Pending,US-East,2026-07-10 05:15:08,7.210.192.238,Mobile
TXN-1020635,438512,MERCH-479240,47380.83,GBP,2026-05-21,Debit Card,Sports,Yoga Mat,Completed,Asia-Pacific,2026-05-21 22:28:41,125.119.122.89,Mobile
TXN-1020636,736724,MERCH-764728,32224.58,USD,2026-06-22,Debit Card,Sports,Yoga Mat,Completed,Latin America,2026-06-22 20:31:59,200.63.110.122,Tablet
TXN-1020637,195614,MERCH-651283,-1068.99,CAD,2026-03-29,Wallet,Electronics,Bluetooth Speaker,Refunded,Europe,2026-03-29 09:55:08,179.102.44.31,Tablet
TXN-1020638,25392,MERCH-399861,22899.23,INR,2026-06-07,Bank Transfer,Clothing,Winter Jacket,Completed,Latin America,2026-06-07 16:26:23,125.42.173.136,Mobile
TXN-1020639,890609,MERCH-057207,48157.03,GBP,2026-06-12,Cash,Electronics,Wireless Headphones,Failed,Latin America,2026-06-12 20:53:41,181.15.12.151,Mobile
TXN-1020640,278938,MERCH-265235,-3243.22,GBP,2026-02-23,Credit Card,Food,Olive Oil,Refunded,US-East,2026-02-23 13:09:05,236.243.233.122,Mobile
TXN-1020641,60655,MERCH-508632,21636.4,EUR,2026-05-04,Credit Card,Home,Desk Lamp,Failed,US-West,2026-05-04 13:53:22,54.160.84.7,Desktop
TXN-1020642,86460,MERCH-015992,27676.01,GBP,2026-06-13,Bank Transfer,Sports,Yoga Mat,Completed,India,2026-06-13 03:13:22,34.55.158.154,Desktop
TXN-1020643,244904,MERCH-704070,-186.01,CAD,2026-06-10,Debit Card,Sports,Football,Refunded,Asia-Pacific,2026-06-10 18:31:53,151.168.189.120,Desktop
TXN-1020644,441821,MERCH-994244,25547.26,AUD,2026-03-23,Bank Transfer,Books,ML Handbook,Completed,Asia-Pacific,2026-03-23 20:55:59,188.84.78.80,Tablet
TXN-1020645,37190,MERCH-262394,-447.74,AUD,2026-02-26,Bank Transfer,Clothing,Winter Jacket,,Latin America,2026-02-26 04:38:45,108.215.6.141,Desktop
TXN-1020646,436998,MERCH-134070,20850.23,INR,2026-07-12,Bank Transfer,Sports,Football,Pending,US-East,2026-07-12 18:31:30,67.97.90.114,Mobile
TXN-1020647,134693,MERCH-273420,-4388.01,USD,2026-07-28,Bank Transfer,Food,Protein Bars,Refunded,Latin America,2026-07-28 17:21:46,91.156.133.85,Tablet
TXN-1020648,323660,MERCH-895808,48177.66,USD,2026-04-25,Cash,Clothing,Running Shoes,Completed,India,2026-04-25 00:33:57,88.69.171.182,Mobile
TXN-1020649,596811,MERCH-739988,20144.32,USD,2026-06-05,Debit Card,Beauty,Face Serum,Failed,US-East,2026-06-05 14:24:25,4.144.119.69,Mobile
TXN-1020650,405163,MERCH-033903,26725.66,CAD,2026-06-24,Debit Card,Books,ML Handbook,Pending,Europe,2026-06-24 16:52:33,41.107.68.5,Tablet
TXN-1020651,236460,MERCH-730600,-3668.46,GBP,2026-04-09,Bank Transfer,Clothing,Winter Jacket,Refunded,US-East,2026-04-09 08:15:14,114.38.191.243,Desktop
TXN-1020652,329866,MERCH-741274,16198.22,INR,2026-02-21,Wallet,Home,Desk Lamp,Failed,Latin America,2026-02-21 23:24:58,242.220.60.65,Desktop
TXN-1020653,46121,MERCH-405830,10895.2,USD,2026-06-05,Bank Transfer,Beauty,Face Serum,Completed,US-East,2026-06-05 12:46:09,203.223.7.162,Tablet
TXN-1020654,92117,MERCH-648127,25318.78,USD,2026-05-31,Cash,Beauty,Face Serum,Pending,Europe,2026-05-31 21:44:19,245.146.229.153,Mobile
TXN-1020655,530135,MERCH-695904,49248.74,USD,2026-05-10,Wallet,Books,ML Handbook,Pending,US-East,2026-05-10 13:26:56,65.213.247.22,Tablet
